nomeLocalidade;estado;Cidade tem Aluno;Probabilidade;População residente;Densidade demográfica;Porcentagem de Jovens;Porcentagem de Ativos;Porcentagem de Idosos;Taxa de Urbanização;Taxa de Saneamento Básico;Ativos com Baixo Nível Educacional;Ativos com Médio Nível Educacional;Ativos com Alto Nível Educacional;Percentual de estrangeiros ao total de Trabalhadores;PIB Municipal;Estudantes Ensino primário;Estudantes Ensino secundário;Estudantes Ensino superior;Óbitos até 1 ano de idade por milhares de habitantes;Óbitos por milhares de habitantes;Nascidos por milhares de habitantes;Hospitais por milhares de habitantes;Médicos por milhares de habitantes;% de pobres;IDH;Percentual de trabalhadores especializados;Valores de Importação por 10,000 habitantes;Valores de Exportação por 10,000 habitantes;Número de hotéis por 10,000 habitantes;Percentual de empresas do setor primário em relação ao total;Percentual de empresas do setor secundário em relação ao total;Percentual de empresas do setor terciário em relação ao total;Percentual de trabalhadores do setor primário em relação ao total;Percentual de trabalhadores do setor secundário em relação ao total;Percentual de trabalhadores do setor terciário em relação ao total;Média Salarial;Produtividade;Taxa de desemprego dos jovens;Taxa de desemprego;Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes;Número de ativos culturais e de lazer por 10,000 habitantes
são carlos;Santa Catarina;Não;1,1153877e-05;-0,5372704;-2,5331519;0,20758155;0,27600908;-0,19242744;0,1315127;-0,359856;-0,4420456;-1,6600163;0,27374223;-0,54390705;-0,54915494;-0,27050975;-0,33059478;-1,2563376;-0,9091143;-0,21601227;-0,68184376;0,6130685;-0,18269572;0,0045537576;0,091692716;-0,5239621;-0,19892119;-0,005351017;-0,15068506;0,24106912;-0,03688224;0,15409496;0,33199736;-0,09812756;0,012985075;-0,54350096;-0,16354135;-0,0406768;-0,45147273;0,23919718;-0,39335835
paineiras;Minas Gerais;Não;1,1146721e-05;-0,25932539;-2,9580014;0,25050518;0,25000465;-0,20665127;0,07036871;-0,42967033;-0,39354885;-1,417208;-0,8811744;-0,25041375;-0,33200103;-0,16789891;-0,23739278;-1,0572435;-0,30232698;-0,06306781;-0,48127902;-1,2249057;-0,1581749;-0,1845393;-0,15374354;0,4776171;-0,32043362;-0,16772838;0,061678164;0,14036305;-0,14286657;0,12637016;0,44415575;-0,16602421;0,42067227;-0,5711631;-0,27616543;-0,0486142;-0,43708977;0,28929114;0,06306599
vitória das missões;Rio Grande do Sul;Não;1,1122648e-05;-0,21798195;-2,8171988;0,32286343;0,3336709;-0,20934722;0,043771416;-0,32884744;-0,45920786;-1,1963968;-0,92182344;-0,46999174;-0,30300313;-0,1451327;-0,18218271;-1,0064325;-0,3818087;0,44171432;-0,3929898;-1,1029309;-0,1826107;-0,19629896;-0,12984867;0,6296756;-0,33061743;-0,13987912;0,057393894;-0,5944007;-0,12956166;-0,42865086;0,420776;-0,12863861;0,4149164;-0,6005038;-0,2840552;-0,055480357;-0,42955038;0,33374554;0,070124425
ibiá;Minas Gerais;Não;1,11061445e-05;-0,1843656;-2,8648434;0,019722925;0,32626387;-0,023592468;0,17149365;0,17021951;-0,5999684;-1,3621235;-1,0332315;-0,38115317;-0,3269473;-0,25685012;-0,20976138;-1,415593;0,10357751;0,052829124;-0,54317856;-1,7148327;-0,12810716;-0,1299249;0,11892755;-0,44655654;0,2996543;-0,4205544;0,040620934;0,27548796;-0,21124955;-0,5256518;0,51884246;-0,14844702;0,38533264;-0,5046803;0,06573223;-0,04427702;-0,06308425;0,23537028;0,0566957
tapauá;Amazonas;Não;1,1090258e-05;-0,10629092;-2,4453819;-0,82841647;-0,9549892;-0,20065723;0,08910893;-0,33376685;-0,34292695;-1,0388836;-0,9108453;-0,40687326;-0,3427812;-0,16647649;-0,25420022;-1,0638287;-0,42723656;0,32187137;0,22115998;-1,0409309;-0,11751707;-0,19467135;-0,22506014;0,46361744;-0,36782113;-0,10678665;0,06854801;-0,621612;-0,077425614;0,11174603;-0,72414434;-0,15405883;0,37756294;1,1050593;-0,28853643;-0,013033137;-0,06563505;0,31807813;0,04439693
fagundes varela;Rio Grande do Sul;Não;1,1087222e-05;-0,18529148;-2,534297;0,3262866;0,69207263;-0,24714054;0,15175602;-0,28862634;-0,34658283;-1,1947393;-0,9680904;-0,4939265;-0,2620031;-0,17158914;-0,23254044;-0,901136;0,16183057;-0,06493455;-0,48151743;-1,3547045;-0,05920186;0,092730545;-0,48322448;-0,50312936;-0,5453539;-0,35261706;-0,19997431;0,067688145;-0,03487089;0,17256615;-0,26832166;0,17249444;0,44923654;-0,50475806;-0,3163383;-0,024966102;-0,35161078;0,33767787;0,047238544
manacapuru;Amazonas;Não;1,10833325e-05;-0,14378144;-2,6760855;-0,8558955;-1,0640112;-0,15205806;0,127273;-0,45900577;-0,46613768;-1,3705939;-1,1010456;-0,2040517;-0,34271005;-0,060746815;-0,09201132;-0,75116;-0,19105157;0,22595805;0,28922242;-1,399748;-0,18880458;-0,1960321;-0,3173852;0,28498775;-0,34210727;0,17146489;0,07800034;0,4051254;0,019520333;0,26414236;-0,14216802;-0,1877558;0,47752437;-0,47800526;-0,3386033;-0,0165772;0,117927246;0,34345016;0,032678932
miguel pereira;Rio de Janeiro;Não;1,1071849e-05;0,042118832;-1,4885292;0,2971671;-0,63192284;-0,2513738;0,12562157;-0,10335233;-0,2672864;-0,3017011;-0,2544065;-0,23370643;-0,75379735;-0,282343;-0,3103622;-1,6748657;-0,52585703;-0,53066975;-0,5437454;-0,3836672;0,06542647;-0,22671135;-0,23540439;0,4916527;-0,574304;-0,07506117;-0,3298909;0,26167384;-0,3912951;-0,65505815;0,36745358;-0,10777074;-0,5131306;-0,40971833;-0,12750617;0,07424562;0,06985708;-0,43333492;0,120254114
urubici;Santa Catarina;Não;1,1071364e-05;-0,3497769;-2,7643442;-0,2345402;-0,62093437;-0,029935347;0,053803943;-0,33413047;-0,43930206;-1,4706423;-0,39747196;-0,25271484;-0,45151034;-0,22382201;-0,3200056;-1,0583247;-0,51262677;0,10915451;-0,19905594;0,86477834;-0,21720552;-0,19004616;-0,30432016;0,12565525;-0,3515633;-0,09238862;-0,28907117;0,3119158;-0,06675687;-0,54444736;0,54013467;-0,14513032;-0,011943355;-0,53218496;-0,1880233;-0,021849182;-0,39288118;0,24134551;0,058818337
rondolândia;Mato Grosso;Não;1,1070297e-05;-0,16835901;-2,5440059;-0,5517015;-0,7770124;-0,060171533;0,14819151;-0,33379608;-0,33306602;-1,3477794;-0,9983254;-0,34972554;-0,33525154;-0,13590422;-0,24448125;-0,9663266;0,10822788;0,3813223;-0,29065546;-1,4271091;-0,16063009;-0,15484066;-0,21876436;-0,38844013;-0,4411841;0,14703624;0,05316239;0,28238106;-0,059317682;0,1656647;0,71013385;-0,22180079;0,48180756;-0,46943957;-0,1493715;-0,010984918;-0,34511364;0,27639958;0,027794858
albertina;Minas Gerais;Não;1,1067045e-05;-0,15842323;-2,9483275;0,023870412;-0,7034729;-0,23124985;0,08094169;0,28156617;-0,38930222;-1,5128824;-1,0389774;-0,4224647;-0,4492872;-0,12449117;-0,25619447;-1,0322388;-0,110864535;0,3798615;-0,38242185;-1,454719;0,020164559;0,06319265;-0,21038213;0,36655408;-0,42519823;-0,20630294;0,05731476;0,15183976;-0,040403172;0,15792859;0,50657725;-0,16546606;0,44967934;-0,5094513;-0,3537728;-0,018990878;-0,38865882;0,25178957;0,04093887
abatiá;Paraná;Não;1,10598285e-05;-0,12749402;-2,6277187;0,039061967;-0,6690865;-0,25940606;0,111593634;-0,3350035;-0,5047381;-1,2553041;-0,9604774;-0,52033263;-0,45509258;-0,1662136;-0,28285915;-1,0858854;-0,5636512;0,028528431;-0,5936041;0,45634848;-0,18130279;-0,17618728;-0,3694721;0,42895705;-0,4553994;-0,12570876;0,08379859;0,3362676;-0,16302882;-0,4671341;0,5238496;-0,1259371;0,42298505;-0,48462564;-0,38316426;0,0029404778;-0,031794086;0,17858614;0,05532047
brotas de macaúbas;Bahia;Não;1,1056444e-05;-0,12797526;-2,6374013;-0,7069219;-0,8449167;-0,17409548;0,1155267;-0,42945823;-0,5026078;-1,2465777;-0,97782165;0,43529773;-0,26966757;-0,15789123;-0,29117745;-1,0760334;-0,4149379;-0,14781125;-0,31879535;0,9341332;-0,20502232;-0,20603453;-0,37076628;0,42119825;-0,38420984;-0,055320274;0,092440635;0,20448668;-0,12665972;-0,419057;-0,42110896;-0,11362324;0,40919423;-0,48199016;-0,37359586;0,0054671466;-0,1122413;0,2293821;0,043899026
perdigão;Minas Gerais;Não;1,1030263e-05;-0,26271948;-2,4791768;-0,6117475;-0,70848095;0,20430118;0,11087009;0,13451163;-0,34528258;-1,2198261;-0,91224277;-0,4136809;-0,3835764;-0,13876006;-0,2670617;-1,0039183;-0,5077201;0,40326387;-0,28874955;-1,2424705;-0,11695836;0,03181336;-0,33289778;-0,67103165;-0,32937792;-0,158268;0,01669476;0,2851938;-0,038252007;0,20121318;0,51893526;0,36337054;0,47319013;-0,53984773;-0,3408298;-0,04872388;-0,42236474;0,2961973;0,039347053
paraibuna;São Paulo;Não;1,1019076e-05;-0,2938703;-2,9162064;-0,005819785;-0,66321975;-0,27636537;0,114360236;-0,020650646;-0,5643276;-1,469954;0,43401864;-0,48432836;-0,5414356;-0,17828086;-0,29158324;-1,3295108;-0,45895612;-0,00012363493;-0,5608721;0,44623566;-0,019245956;-0,17651623;-0,33080417;0,02373162;-0,53028643;-0,30175456;-0,2495902;0,38730323;-0,30337217;-0,5716357;0,5584082;-0,13544784;0,385401;-0,39904827;-0,24449721;0,0028458722;-0,03874171;0,24022014;0,057846442
brejo do piauí;Piauí;Não;1,101147e-05;-0,12063797;-2,4494317;-0,7534284;-0,87104553;-0,04650891;0,07098601;-0,324319;-0,4019259;-1,0353421;-0,9807225;-0,48832405;-0,29756513;-0,13823332;-0,21393105;-1,1099414;-0,16786385;0,37303147;-0,23453492;-0,98462456;-0,10348639;-0,20958489;-0,2204695;0,55519676;-0,3959564;-0,18458435;0,061368823;-0,5357492;-0,057781346;-0,4199561;-0,5905348;-0,120330505;0,38636872;1,188803;-0,28028268;0,037028402;-0,02724183;0,3428033;0,041984726
são josé do seridó;Rio Grande do Norte;Não;1,1008635e-05;-0,23152582;-2,7785375;-0,1742221;-0,77869225;-0,041795127;0,15214556;0,28443635;-0,046630237;0,33342046;-1,1452206;-0,5540986;-0,4855345;-0,16065228;-0,33657318;-1,0877752;-0,026206769;0,25052446;-0,30985096;-1,5982721;-0,19341658;-0,17855129;-0,23791243;-0,34014648;-0,5375086;-0,30950263;0,025712421;0,13706785;-0,02288413;0,23580828;-0,33921468;0,16177975;0,48272127;-0,5287878;-0,3604228;-0,0075909756;-0,3743082;0,38635552;0,028838677
jaíba;Minas Gerais;Não;1,0994346e-05;-0,12961799;-2,6004171;-0,6610831;-0,9638913;-0,052529056;0,16516463;-0,41432288;-0,4561718;-1,2349366;-1,0808518;-0,3565804;-0,32017437;-0,19108893;-0,21235931;-1,0163485;-0,4044848;0,3580687;0,25059605;-1,5058676;-0,16461746;-0,17354988;-0,27142036;-0,39128315;0,04846582;0,18358082;0,052210204;0,2894479;-0,13332736;0,18363619;0,715443;-0,17774384;0,47320917;-0,46170738;-0,3336612;-0,007139491;-0,06410136;0,31980652;0,031326182
monte carlo;Santa Catarina;Não;1,0993516e-05;-0,16892457;-2,6755366;-0,542658;-0,70829403;0,0150222825;0,14717951;-0,07323046;-0,44876608;-1,355398;-0,97759694;-0,36922598;-0,33304045;-0,13942294;-0,25010496;-1,1649129;-0,024520747;0,36687565;-0,20076995;-1,3998818;-0,1618864;-0,1434819;-0,25214893;-0,46074677;-0,47791833;-0,29729977;0,060354736;0,28514564;-0,16749285;0,18707016;0,6785059;-0,20044827;0,46416837;-0,48143053;0,029267527;0,054588776;0,12054093;0,33401397;0,024006879
vargem bonita;Minas Gerais;Não;1,0982263e-05;-0,15920503;-2,9982955;0,23911074;0,28847432;-0,23483554;0,13118368;0,2592723;-0,38953555;-1,5035303;-1,029351;-0,46126512;-0,33381712;-0,13398269;-0,2254337;-1,108026;-0,032473996;0,46921894;-0,43907285;-1,4051958;-0,12541503;-0,15448472;-0,43989086;-0,12798296;-0,4512023;-0,360385;-0,19074051;0,17132463;-0,053172637;0,17607313;0,52411664;-0,20079501;0,47167322;-0,5230703;-0,33673832;-0,027314838;-0,360071;0,32166448;0,043755867
coronel pacheco;Minas Gerais;Não;1,0978745e-05;-0,23952547;-2,851195;0,21122992;0,28130865;-0,22739029;0,124047145;0,27580735;-0,43849164;-1,5216095;-0,9932286;-0,46727872;-0,34291404;-0,13365813;-0,23505487;-1,2173057;-0,5030515;0,42007288;-0,42357928;-1,3376503;-0,001963502;-0,15627232;-0,109008074;-0,63823766;-0,43167007;-0,32328975;0,06213005;0,15396106;-0,038745362;0,18586138;0,46952873;-0,17026486;0,45388156;-0,46308893;-0,32858357;-0,051041547;-0,12775262;0,36677977;0,05750248
touros;Rio Grande do Norte;Não;1,0974232e-05;-0,1315634;-2,7402334;-0,70772386;-0,9594575;0,19805603;0,14341693;-0,4087021;-0,41430613;-1,2813269;-1,0786258;-0,39009842;-0,39540595;-0,18515821;-0,21235931;-1,0539069;-0,56442124;0,35346153;0,27413824;-1,4172268;-0,16891256;-0,1659355;-0,3078392;0,33885288;-0,3943662;0,15179986;0,025328388;0,2225133;-0,08763081;0,3806882;0,6905352;-0,18878973;0,45886773;-0,5186984;-0,3487864;-0,027435992;-0,1234783;0,2911007;0,033475846
queluzito;Minas Gerais;Não;1,0968865e-05;-0,15483014;-2,7595022;0,30558553;0,28176242;-0,20796157;0,16387764;-0,151283;-0,43064156;-1,3962107;-0,91096455;-0,25587863;-0,37041825;-0,12277068;-0,22574615;-1,0714872;0,08832583;0,36810905;-0,43986362;-1,4733318;-0,14879122;-0,16366978;-0,21511619;-0,37534264;-0,4799884;-0,37837428;-0,18876168;0,14367425;-0,19217953;0,14376938;0,47334766;-0,18949772;0,45057136;-0,50624037;-0,28003916;-0,02927386;-0,352488;0,29783848;0,043152794
vila nova dos martírios;Maranhão;Não;1,0964232e-05;-0,17269626;-2,7348194;-0,6189524;-0,7307922;0,056428988;0,081933185;-0,3454947;-0,40296602;-1,3423485;-1,0020059;-0,3989296;-0,38358384;-0,13942294;-0,24290414;-1,0509615;-0,17236145;0,3631926;-0,2870177;-1,2920907;-0,16029856;-0,16319434;-0,2652762;0,35223702;-0,40694663;-0,20425013;0,030053591;0,20883846;-0,005073569;0,17153323;0,65778816;-0,20732258;0,4605698;-0,5034722;-0,3487864;0,04538673;0,13376123;0,2830218;0,026156543
três de maio;Rio Grande do Sul;Não;1,092457e-05;-0,07107799;-3,4715734;0,33449915;0,30151555;-0,29167104;0,10421525;-0,45877716;0,0035488224;-0,8349267;0,08247035;0,11237789;-0,34485438;-0,2488702;-0,20161407;-0,6120537;-0,7410063;-0,17070651;-0,6231965;-1,3366493;-0,22830422;0,08524624;-0,13183309;0,12471602;0,20666754;-0,21811156;-0,31938577;0,35457712;0,16852942;0,42684045;-0,20814185;-0,17097662;-0,6594776;-0,66224164;-0,12253387;-0,034504503;-0,41606364;-0,528957;0,08760695
matrinchã;Goiás;Não;1,0904564e-05;-0,2660613;-2,8085165;0,03987959;0,28223032;0,18903641;0,12887475;-0,32076028;-0,3871611;-1,4461567;-1,011684;-0,13401932;-0,3090261;-0,14179951;-0,22497481;-1,1481627;-0,4644007;0,45801905;-0,40506703;-1,3058716;-0,13619824;-0,15051155;-0,3457712;-0,72225565;-0,44749445;-0,3006397;0,06802204;0,26113367;-0,02133431;0,18530905;0,52414984;-0,1806189;0,46846703;-0,54304695;-0,31991398;-0,04801971;-0,13966541;0,34998217;0,05750248
reserva do cabaçal;Mato Grosso;Não;1,0900104e-05;-0,20858094;-2,7000425;-0,5665597;-0,7503423;-0,14133133;0,14680023;-0,36043334;-0,34737852;-1,4038495;-0,26902637;-0,4207628;-0,3843401;-0,13745895;-0,22999062;-1,0239992;0,08490649;0,3808676;0,026650697;-1,4822072;-0,14247318;-0,15341096;-0,28057396;-0,3540659;-0,49288732;-0,31446415;-0,1849791;0,265167;-0,0055644102;0,19765723;0,664466;-0,19678567;0,5043604;-0,48924422;0,03548093;-0,012342365;-0,3350323;0,34222266;0,022616154
tabuleiro do norte;Ceará;Não;1,0898462e-05;-0,08852616;-2,9141395;-0,7695412;-1,073309;-0,12151389;0,043409497;-0,32622805;-0,40620303;-1,3036448;-1,0259805;-0,44350472;-0,35660732;-0,16837806;-0,21040393;-1,0616852;-0,23367;0,45427668;0,18757218;-0,8130909;-0,19892725;-0,23170263;-0,19534758;0,2206533;-0,13153653;-0,06829085;0,08585324;-0,012273455;0,12039713;0,3999124;-0,008800574;-0,20110492;0,3727764;-0,5719555;-0,34352332;0,027674958;0,15410559;0,45360833;0,042561106
mombuca;São Paulo;Não;1,0891968e-05;-0,27527446;-3,036799;-0,32377476;-0,63975024;-0,123289846;0,05610031;0,19705541;-0,44619367;-1,4763142;-0,96967125;-0,42079085;-0,4254464;-0,12774476;-0,26372617;-1,1839124;-0,35238254;0,40320852;-0,13287024;-1,3081411;0,0104947835;-0,17284867;-0,15706584;0,1992883;-0,27019823;-0,09406131;0,06359713;0,28949952;-0,038467526;0,17941245;0,5928982;-0,21276788;0,43978044;-0,4866433;-0,14013775;-0,035330955;-0,15966779;0,3315743;-0,20731677
são sebastião do oeste;Minas Gerais;Não;1,0880071e-05;-0,24013716;-2,6387038;0,033003863;-0,6365873;-0,25165898;0,14012977;0,021051416;-0,37381643;-1,3289143;-0,9777764;-0,3759668;-0,4418754;-0,13789994;-0,27275547;-1,0803756;-0,4649856;0,39631957;-0,26054248;-1,39335;-0,15445955;-0,07469654;-0,07670106;-0,6970978;-0,43520156;-0,21502668;0,034916166;0,31433114;-0,040783715;0,20378137;0,59369546;0,2129086;0,4819308;-0,52808344;0,041330613;-0,04758926;-0,43293285;0,33786607;0,0478791
anapurus;Maranhão;Não;1,0879863e-05;-0,14617923;-2,7105362;-0,79960155;-0,9308359;-0,016077202;0,1441003;-0,38359433;-0,41806212;-1,23761;-0,9806606;-0,3880444;-0,37264964;-0,13980381;-0,23995955;-1,0458161;-0,42405027;0,47789904;0,24647295;-1,4077462;-0,16361842;-0,15629596;-0,26952147;0,33323607;-0,3668927;-0,04942347;0,05787102;0,2358076;-0,08820103;0,3152164;0,4530471;-0,17774384;0,4732696;-0,485267;-0,3487864;-0,0049570575;-0,047088783;0,29354313;0,04977168
campo do meio;Minas Gerais;Não;1,0877955e-05;-0,31293005;-2,8168147;0,04676626;-0,45103803;-0,10777212;0,14365487;-0,07621846;-0,481911;-1,5003718;-0,30127862;0,017301358;-0,48307794;-0,19160694;-0,25816417;-1,2148659;-0,5016453;-0,0072899982;-0,38357103;-1,1959;-0,13431126;-0,14965281;-0,04667175;-0,66267896;-0,38279676;-0,20693961;0,06321201;0,39383078;0,01376782;0,24593854;0,48563063;-0,14160544;0,5513528;-0,56690043;-0,34016144;-0,044397507;-0,17894895;0,40621373;0,052885033
guaraci;Paraná;Não;1,0850436e-05;-0,18624416;-2,8786426;0,040003374;-0,70246446;-0,2297261;0,07635825;-0,33347458;-0,35572502;-0,5224562;-1,1259221;-0,16847423;-0,47233048;-0,16377738;-0,26878932;-1,1164676;-0,030370653;0,00846152;-0,20208244;-1,484856;-0,16297112;0,079794906;-0,276318;0,10828642;-0,5171499;-0,2357582;0,06239964;0,19581304;0,056284875;0,1919845;0,52780676;-0,1768147;0,43945533;-0,58021295;-0,3548704;-0,017900355;-0,36666948;0,31930584;0,10301915
jacuípe;Alagoas;Não;1,08469185e-05;-0,13223602;-2,527392;-0,5723633;-0,7232156;-0,027381435;0,15777966;-0,37791288;-0,4079506;-1,248633;-1,0268085;-0,37765673;-0,3278137;-0,13271332;-0,24586213;-1,0721354;-0,39549053;0,3691513;-0,19973424;-1,3611143;-0,16603535;-0,16009451;-0,2383567;-0,44140518;-0,029328;-0,25285244;0,060100745;0,27553418;-0,014228472;0,18835363;0,6757821;-0,20044827;0,47608417;-0,48211044;-0,3336612;0,049194936;0,13389966;0,34322408;0,024006879
sarutaiá;São Paulo;Não;1,0827364e-05;-0,24083982;-3,0204093;-0,0035962875;-0,7477697;-0,21239565;0,049906485;0,15515342;-0,4481856;-1,4488975;-1,0036299;-0,45664406;-0,4256929;-0,12895021;-0,26869488;-1,1648074;-0,2992326;0,41482097;-0,33335012;-1,1990926;-0,1782102;-0,07652559;-0,1855509;0,20264752;-0,283351;-0,091716476;0,06553999;0,096217304;0,03694959;0,21193019;0,5853808;-0,19383001;0,4691443;-0,5927508;-0,35495147;0,013055904;-0,05742382;0,34117228;0,050953627
juína;Mato Grosso;Não;1,0811588e-05;-0,16158791;-2,3402884;-0,6460051;-0,8204081;-0,059635583;0,11826524;-0,3665062;-0,4351734;-1,5090048;-1,0453564;-0,45135152;-0,49015477;-0,30390579;-0,29697752;-0,7061576;-0,5827171;0,09973923;0,3278521;0,57513803;-0,17282645;-0,13888854;-0,50192857;-0,55535513;-0,4451701;0,053274397;-0,28924066;0,506887;-0,0016331384;0,15995017;0,59278655;-0,22016858;0,061577342;-0,36202663;-0,3046314;-0,00853385;-0,14201552;0,086821005;0,0502712
jucurutu;Rio Grande do Norte;Não;1,0798883e-05;-0,23281446;-3,0263445;0,06360815;-0,91622114;-0,20420626;0,042707056;-0,31757608;-0,41894;-1,3277112;-0,99693877;-0,4730855;-0,34591597;-0,17669585;-0,22483051;-1,1287664;-0,26992294;0,42230764;0,0765681;-1,1795921;0,03452476;-0,2506916;-0,14788906;0,27990726;-0,29321992;-0,10306103;0,091148645;0,028015032;0,11807618;0,38775364;-0,24490328;-0,15890256;0,43404737;-0,5836731;-0,34389922;0,02002554;0,18937196;0,4028362;0,04864531
icaraí de minas;Minas Gerais;Não;1,0796329e-05;-0,24953923;-2,7988486;-0,6425913;-0,73306423;0,19918452;0,04862292;-0,35526797;-0,40589687;-1,3076276;-0,9642412;-0,39228368;-0,35609683;-0,13269949;-0,2525253;-1,0366007;-0,31234854;0,49683902;-0,28750727;-1,2181779;-0,16018906;-0,17671157;-0,21165617;0,5193996;-0,31161347;-0,06637116;0,060267143;0,26179543;-0,108193085;0,17500627;0,4829132;-0,18855189;0,45874843;-0,57142484;-0,34192243;-0,04390396;-0,13411291;0,29268727;0,038004614
santa teresa;Espírito Santo;Não;1,0795485e-05;0,073017605;-2,9829428;0,014165657;0,15902533;-0,24789156;0,13055877;0,060989812;-0,4352557;-1,4390514;-1,006857;-0,52528733;-0,42776307;-0,19515187;-0,25498894;-0,7773264;-0,4246003;-0,24133033;-0,59238505;-0,22535762;-0,17610715;-0,011357172;-0,18040773;0,13807957;-0,5338605;-0,25047615;-0,24625945;0,16033973;0,124627;0,27107242;0,5044968;-0,18953927;-0,054985072;-0,5341373;-0,32838148;-0,014471894;-0,34811497;0,22036527;0,060967334
sítio novo;Maranhão;Não;1,0788661e-05;-0,18817797;-2,7016366;-0,6786885;-0,82528937;0,17893031;0,07993069;-0,32481068;-0,36934906;-1,3243214;-1,0182436;-0,4094359;-0,34960094;-0,12678258;-0,2400249;-0,9546279;-0,076269716;0,34440264;0,26254392;-1,5053662;-0,15821315;-0,16724928;-0,27096266;0,4040782;-0,39964163;-0,19887243;0,0574176;0,2152578;-0,098409176;0,16432181;0,62473655;-0,1918254;0,43103933;-0,52557117;-0,33920348;-0,014370089;-0,3299587;0,26602262;0,03101488
cambuquira;Minas Gerais;Não;1,075985e-05;-0,45386058;-2,7956216;0,02630765;-0,70333594;-0,29271328;0,14803961;0,27091244;-0,5476307;-1,5432858;0,3943152;-0,24141593;-0,5895231;-0,19958028;-0,27368397;-1,381138;-0,7008268;0,035941534;-0,51486236;0,7247778;-0,20357636;-0,15795204;-0,053117163;-0,5494112;-0,48580846;-0,10941541;-0,24582082;0,3748601;-0,029886972;-0,6244082;0,55826217;-0,11800424;0,40529937;-0,47514063;-0,37590325;-0,022492614;-0,17825525;0,34628445;-0,14820911
guapirama;Paraná;Não;1,0752998e-05;-0,16816498;-2,9350002;-0,1619267;-0,73014617;-0,12987354;0,091491655;-0,28305447;-0,37067157;-1,4381543;-1,0348736;-0,15076202;-0,40873414;-0,12212474;-0,24448125;-1,0300566;-0,07307294;0,57139593;-0,320622;-1,4085234;-0,17280494;-0,15882349;-0,23888727;0,35033205;-0,39434126;-0,20600784;0,056678988;0,22152798;-0,032788824;0,16753113;0,5219531;-0,1744111;0,46128455;-0,54257864;-0,16249414;-0,014303867;-0,37305498;0,27226597;0,03576029
corinto;Minas Gerais;Não;1,0751603e-05;-0,01996807;-2,918554;-0,0022421528;-0,7667293;-0,24102421;0,026476352;0,26240882;-0,54636735;-0,97549456;-1,0542428;-0,45865175;-0,4751402;-0,20579332;-0,27623904;-1,1720917;-0,46397042;0,55613333;-0,37015018;-1,2081349;-0,034429323;-0,16798037;-0,392142;0,2130573;-0,3332899;0,17082788;-0,22279671;0,30532733;-0,20620543;0,29021585;0,6143869;-0,1917839;-0,07674489;-0,54528594;-0,34860492;0,079755984;0,061863896;0,31345102;0,04949929
são gonçalo do pará;Minas Gerais;Não;1,0736859e-05;-0,23350993;-2,5826943;0,011702839;-0,50075305;-0,20430267;0,12702984;0,28395295;-0,3729738;-1,3098673;-0,97429013;-0,4197681;-0,417196;-0,14148489;-0,26535934;-1,0676938;-0,5262422;0,5144347;-0,34339958;-1,2501608;-0,021159844;-0,0727258;-0,3332504;-0,58734864;-0,4168922;-0,07380065;0,03229534;0,25105533;-0,05300075;0,21843588;0,5153335;0,33783495;0,52792114;-0,4997574;-0,34297207;-0,049833708;-0,44824144;0,2590777;-0,30241573
cajazeirinhas;Paraíba;Não;1,07336855e-05;-0,22354092;-2,5713878;-0,85104567;-0,97124076;-0,027750079;0,02169417;-0,3004377;-0,33733433;-1,0501136;-0,93594146;-0,4971936;-0,32513583;-0,14698371;-0,22643147;-1,0532954;-0,36587787;0,36321214;0,21970536;-0,9430918;-0,11330891;-0,24549761;-0,15264204;0,6375456;-0,29217944;-0,04959672;0,06998682;-0,6057662;-0,09608524;-0,4564519;-0,30686364;-0,113133244;0,36353943;1,1541654;-0,27716696;-0,03687358;-0,3890395;0,3414948;0,05774262
rio preto da eva;Amazonas;Não;1,0731095e-05;-0,06487974;-2,4826279;-0,5830774;-0,76196367;-0,05198576;0,13260165;-0,3914906;-0,41217735;-0,6334152;-1,080167;-0,31385332;-0,40549627;-0,18331866;-0,23459636;-1,0441303;0,00358633;0,37154958;-0,30053633;-1,2643471;-0,16105099;-0,1613528;-0,2701195;-0,33470756;-0,47626907;-0,24434441;-0,1642261;0,23611423;-0,022099525;0,20913658;0,609413;-0,19808829;0,4692104;-0,43683136;-0,2838369;-0,27456594;0,081423916;0,36920193;0,020758769
arceburgo;Minas Gerais;Não;1,0729755e-05;-0,17126764;-2,739634;0,014611393;-0,7276311;-0,20690317;0,1604105;0,1914117;-0,42520708;-1,4040238;-1,052356;-0,45074016;-0,44275767;-0,16426015;-0,27375114;-1,2712954;0,086180896;0,023688225;-0,39764202;-1,4314878;-0,15153655;0,07052986;-0,22593378;-0,43569723;-0,5307945;0,124678604;0,029894704;0,21802507;-0,03992167;0,1662766;0,585921;-0,0072369697;0,5171994;-0,49913895;-0,10159384;-0,006798474;-0,07666939;0,2724473;0,040325306
