nomeLocalidade;estado;Cidade tem Aluno;Probabilidade;População residente;Densidade demográfica;Porcentagem de Jovens;Porcentagem de Ativos;Porcentagem de Idosos;Taxa de Urbanização;Taxa de Saneamento Básico;Ativos com Baixo Nível Educacional;Ativos com Médio Nível Educacional;Ativos com Alto Nível Educacional;Percentual de estrangeiros ao total de Trabalhadores;PIB Municipal;Estudantes Ensino primário;Estudantes Ensino secundário;Estudantes Ensino superior;Óbitos até 1 ano de idade por milhares de habitantes;Óbitos por milhares de habitantes;Nascidos por milhares de habitantes;Hospitais por milhares de habitantes;Médicos por milhares de habitantes;% de pobres;IDH;Percentual de trabalhadores especializados;Valores de Importação por 10,000 habitantes;Valores de Exportação por 10,000 habitantes;Número de hotéis por 10,000 habitantes;Percentual de empresas do setor primário em relação ao total;Percentual de empresas do setor secundário em relação ao total;Percentual de empresas do setor terciário em relação ao total;Percentual de trabalhadores do setor primário em relação ao total;Percentual de trabalhadores do setor secundário em relação ao total;Percentual de trabalhadores do setor terciário em relação ao total;Média Salarial;Produtividade;Taxa de desemprego dos jovens;Taxa de desemprego;Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes;Número de ativos culturais e de lazer por 10,000 habitantes
algodão de jandaíra;Paraíba;Não;1,3216305e-06;-0,2400606;-2,6507587;-0,82790214;-0,95788664;-0,054884516;0,032101482;-0,3394906;-0,3924415;-1,1919607;-0,95349824;-0,4509456;-0,27052897;-0,18859741;-0,22323203;-1,024631;-0,33114892;0,23533295;0,25154456;-1,1511422;-0,23210905;-0,220864;-0,17857769;0,5654934;-0,23828967;-0,012454039;0,06662157;-0,7716798;-0,062243048;0,11050594;-0,6801702;-0,17198001;0,40035897;-0,59079576;-0,30551445;-0,04708063;-0,13140541;0,3555635;0,047906503
cachoeira de pajeú;Minas Gerais;Não;1,3176499e-06;-0,113990925;-2,2325435;-0,70985276;-0,87233615;-0,19296016;0,14357243;-0,3744141;-0,3831146;-1,1979465;-0,9290409;-0,50871474;-0,44138736;-0,22769246;-0,26927078;-1,0452356;-0,44562644;0,007888153;-0,48539108;0,3641889;-0,23504911;-0,19397423;-0,30553275;-0,42865846;-0,4447959;0,109145395;0,06438125;-0,9441978;-0,0226431;0,12835887;0,021885864;-0,18059999;-0,029858137;-0,5309138;-0,3368025;0,016373277;0,07403867;0,2780189;0,044823118
tanque do piauí;Piauí;Não;1,317636e-06;-0,21136442;-2,4946249;-0,6921703;-0,8491601;-0,090377145;0,034709558;-0,33309618;-0,42448473;-1,0695518;-0,9152616;-0,4811725;-0,17064732;-0,14733286;-0,18880013;-0,9479179;-0,3506863;0,3876871;-0,24562746;-1,0186404;-0,2007984;-0,20798644;-0,1594611;0,63711685;-0,27445263;-0,039368358;0,06398678;-0,6716631;-0,07867848;-0,41400316;-0,59099555;-0,120160885;0,4147697;-0,64258325;-0,28767782;-0,039509945;-0,40597194;0,3499697;0,046113018
queimada nova;Piauí;Não;1,317636e-06;-0,21136442;-2,5577922;-0,70942354;-0,8491601;-0,07047393;0,034709558;-0,3526517;-0,47172523;-1,0686558;-0,92234135;-0,4811725;-0,19560085;-0,14733286;-0,18880013;-1,0534025;-0,31060064;0,3876871;-0,24562746;-1,030505;-0,20335563;-0,2161806;-0,1594611;0,63711685;-0,27959627;-0,039368358;0,060954027;-0,6738601;-0,07867848;-0,41400316;-0,59099555;-0,1241701;0,4147697;-0,64010954;-0,29726076;-0,033427898;-0,16019808;0,36607078;0,046113018
vista serrana;Paraíba;Não;1,3154864e-06;-0,1231188;-2,5014796;-0,7241149;-0,90371054;-0,16920559;0,07072854;-0,33887306;-0,5213669;-1,1244642;-1,0412788;-0,4877972;-0,19444154;-0,13551489;-0,1762997;-1,0495226;-0,05078964;0,35809195;-0,3385686;-1,1924134;-0,19906653;-0,20194918;-0,21250145;0,5200621;0,08020034;-0,15759675;0,058332555;-0,6946819;-0,06869211;-0,41277793;-0,59985006;-0,12539628;0,42850688;-0,5705861;-0,30944073;-0,011315137;-0,08176101;0,3364096;0,034739207
soledade;Rio Grande do Sul;Não;1,3145296e-06;-0,1095315;-2,7514527;0,050579645;-0,84310246;-0,20415582;0,15419039;0,17954023;-0,5113499;-1,5464958;0,21206076;-0,22170317;-0,5394385;-0,27332422;-0,24545597;-0,82870454;-0,64853525;-0,65383166;-0,42733747;-1,0246446;-0,2249803;-0,15445301;-0,10544519;-0,5670956;0,077390924;-0,25419483;-0,21653792;0,36837277;-0,07245247;0,20548996;0,3094412;-0,174045;-0,67802423;-0,5623499;-0,29404193;-0,035268728;-0,44632268;0,09797089;0,12700574
alcântara;Maranhão;Não;1,3127857e-06;0,04428844;-2,5371156;-0,75872964;-0,8783385;-0,05423423;0,076809645;-0,33468938;-0,41889736;-1,2119061;-1,0787102;-0,44402844;-0,28253323;-0,14512357;-0,20832643;-1,0313468;-0,105305865;0,357908;-0,13974112;-1,3053628;-0,21350609;-0,19547746;-0,22186461;0,44568887;-0,3638959;-0,15686244;0,059370883;-0,7964027;-0,014118559;0,18994832;-0,69534993;-0,19212836;0,4366804;-0,6223544;-0,31807035;-0,044702753;-0,08574212;0,3778421;0,032767326
juarina;Tocantins;Não;1,3126016e-06;-0,2451571;-2,5471306;-0,79861826;-0,97620606;0,14789367;0,023607092;-0,34285998;-0,414971;-1,0906817;-0,93046385;-0,48131162;-0,24208906;-0,18042445;-0,2012181;-0,9593151;-0,36931747;0,037246473;0,2453675;-1,1187977;-0,22296236;-0,21056785;-0,1574592;0,6357318;-0,2596794;-0,020208012;0,06814107;-0,72260857;-0,09615577;-0,44965255;-0,2655723;-0,1212062;0,39375666;-0,620694;-0,29998463;-0,034658626;-0,39744464;0,34147197;0,050497103
salgado de são félix;Paraíba;Não;1,3118596e-06;-0,2417213;-2,6639636;-0,6729622;-0,720814;-0,19683361;0,046551645;-0,36368066;-0,45027187;-1,1489967;-0,93186194;-0,56445324;-0,2668579;-0,2172083;-0,23836592;-1,0555218;-0,27078632;-0,17818332;-0,29889166;-1,135966;-0,17807783;-0,21437573;-0,19056816;0,5609389;-0,30486155;-0,06211285;0,07308227;0,22830833;-0,11938656;-0,46535146;-0,37718835;-0,11653728;0,46274787;-0,54810995;-0,33893484;-0,025429338;-0,026898447;0,33819824;0,041072804
imbaú;Paraná;Não;1,3083163e-06;-0,22694059;-2,4522753;-0,65681356;-0,8711146;-0,07205559;0,11927049;-0,34158206;-0,37230036;-1,3221589;-0,8749627;-0,4428641;-0,346436;-0,16102085;-0,24491917;-1,0429022;-0,5204704;0,42847776;0,2362862;-1,2997866;-0,1810889;-0,15134983;-0,24235256;-0,65204203;-0,3985454;-0,19975305;-0,18816295;0,3152929;0,01341851;0,24677423;0,47671193;-0,20615375;-0,42015496;-0,54025906;-0,33476302;0,018122526;-0,15569265;0,19044772;0,03714317
parelhas;Rio Grande do Norte;Não;1,3074919e-06;-0,24320413;-2,542394;-0,8646359;-1,0091207;-0,22256377;0,08976229;0,24247743;-0,46087173;-0,7751723;-1,1390723;-0,52087194;-0,3436507;-0,21592385;-0,25304508;-1,0601655;-0,8040923;0,03894813;0,25622696;-0,28460106;-0,215845;-0,18766457;-0,15380797;-0,62630135;0,00084699737;0,16514745;0,056969136;-0,9849201;-0,14297149;0,16576907;-0,37827066;-0,048453674;0,46946013;-0,5481448;-0,3182495;-0,024832997;-0,11166391;0,37668413;-0,21938711
cocal;Piauí;Não;1,3063303e-06;-0,07884471;-2,5771213;-0,8658325;-1,0904943;-0,07235146;0,07047486;-0,38988796;-0,4659143;-1,0925585;-1,0305684;-0,48809874;-0,19037943;-0,16486676;-0,18639493;-1,0280126;-0,45854998;0,4612589;0,26341265;-1,1249359;-0,20327888;-0,18824776;-0,1642324;0,54058725;-0,25506333;0,06893995;0,06481472;-0,7148105;-0,054338172;-0,4284256;-0,6264775;-0,122208215;0,43210873;-0,6239283;-0,29726076;-0,032775253;-0,14212403;0,364937;0,05295806
são gonçalo do piauí;Piauí;Não;1,2988359e-06;-0,14601451;-2,3835187;-0,822265;-1,002699;-0,03621897;0,06728698;-0,31558135;-0,4473599;-1,0427188;-0,96475166;-0,5676746;-0,24229422;-0,17167404;-0,18871768;-1,0724725;-0,16844743;-0,18755543;0,25929004;-1,1609566;-0,19806267;-0,21789229;-0,25357372;0,5072519;-0,34142414;-0,1194276;0,06494009;-0,6676188;0,008674198;-0,41296372;-0,5910693;-0,1264416;0,39480498;-0,2726653;-0,26069686;-0,225255;0,06904841;0,35662493;0,035846937
lagoinha do piauí;Piauí;Não;1,2899172e-06;-0,12445915;-2,4387753;-0,69665354;-0,8823195;-0,108033836;0,061792545;-0,33338967;-0,42851898;-1,0966877;-0,9653483;-0,4907821;-0,2177134;-0,1458665;-0,1762997;-0,94187754;-0,070978746;0,37114343;-0,27240175;-1,1958201;-0,21668862;-0,19380835;-0,20252621;0,5242988;-0,39880484;-0,16957316;0,058253013;-0,6644338;-0,099214695;-0,44072536;-0,29053017;-0,12539628;0,42741495;-0,61096394;-0,30611065;-0,01565459;-0,33561903;0,32719952;0,034739207
rio de contas;Bahia;Não;1,2880156e-06;-0,23798473;-2,6103592;0,0532153;-0,84409875;-0,2010518;0,1340481;-0,35476634;-0,48236957;-1,1242846;-0,9531272;-0,50042945;-0,41921866;-0,15789591;-0,22025023;-1,126221;-0,52675635;0,014772595;-0,19612572;-1,1437017;-0,16074571;-0,19322172;-0,20198837;-0,56886643;-0,39393494;0,14123783;-0,21452437;0,3874092;-0,023107357;-0,5541306;0,05254753;-0,1299328;0,5255981;-0,5488141;-0,33195862;-0,028200794;-0,12687556;0,3632474;0,05025926
aporá;Bahia;Não;1,2865977e-06;-0,088971555;-2,3861535;-0,6396462;-0,81871146;-0,11931501;0,15754665;-0,36280972;-0,40137893;-1,0170496;-0,8606066;-0,5133477;-0,21544568;-0,12023605;-0,21588658;-0,96174973;-0,28288114;0,55643225;-0,32019892;-1,3309388;-0,17848463;-0,19496936;-0,20441374;-0,49423522;-0,47841012;-0,24858086;0,065122;0,12997995;-0,17306666;-0,49903056;-0,16635442;-0,12277468;0,44485873;-0,5336623;-0,32146654;-0,011622954;-0,329114;0,37631354;0,027549332
ipubi;Pernambuco;Não;1,285538e-06;-0,091751456;-2,3546379;-0,7598826;-0,943882;0,1702466;0,101525195;-0,32426068;-0,39805397;-1,1158181;-1,0191599;-0,44283673;-0,22206835;-0,16429874;-0,20939462;-0,9996244;-0,45411974;0,45163637;0,22544113;-1,1091391;-0,21847089;-0,21038301;-0,15489331;-0,7235379;-0,30799896;-0,11834997;0,07553349;-0,84262335;-0,044052992;0,126132;-0,7451111;-0,23092827;0,4185787;-0,576301;-0,2994355;-0,031396322;0,17228553;0,47367644;0,04281853
sítio do quinto;Bahia;Não;1,2835644e-06;-0,17090045;-2,5066829;-0,6499302;-0,754778;-0,10150949;0,14071704;-0,3821992;-0,4136713;-1,1727043;-0,96855336;-0,49076462;-0,22534621;-0,12314056;-0,23549986;-1,0745609;0,050618485;0,37505773;-0,3089544;-1,3672398;-0,16647653;-0,17971087;-0,233851;-0,47178155;-0,4764819;-0,28490213;0,06652676;0,28016222;-0,15465604;-0,032106146;-0,61000216;-0,16289812;0,44034848;-0,4864149;-0,32816008;-0,009509699;-0,07290172;0,37780023;0,028987287
conceição do canindé;Piauí;Não;1,2802379e-06;-0,2351775;-2,1983006;-0,75485486;-0,8871699;-0,11792891;0,096516296;-0,29201755;-0,37645155;-0,9925882;-0,869254;-0,6280733;-0,2705866;-0,16252306;-0,20304087;-1,0201513;-0,50929016;-0,194193;0,24813803;-0,9427278;-0,19062276;-0,20106968;-0,15597999;-0,677208;-0,28169826;-0,09477825;0,06766674;-0,660052;-0,112398215;-0,4615556;-0,59533167;-0,10462092;0,3821348;0,71669334;-0,23994173;-0,037667915;-0,36809424;0,4155661;0,049962763
padre marcos;Piauí;Não;1,2794202e-06;-0,17928036;-2,1623955;-0,79719424;-0,92046624;-0,11808644;0,12042666;-0,30807638;-0,47107685;-1,141795;-0,9614777;-0,70543736;-0,2226929;-0,1812177;-0,19544107;-0,96368295;0,048504643;-0,61074555;0,32485434;0,3843453;-0,25127572;-0,2086604;-0,34679317;-0,48441517;-0,42000014;-0,10063289;0,08487906;-0,81159616;-0,13282469;-0,42259333;-0,63232416;-0,124585815;0,40655804;-0,4606445;-0,30383244;0,03178725;0,0047671283;0,3249422;0,048873898
milton brandão;Piauí;Não;1,2794202e-06;-0,096472576;-2,4546237;-0,7419773;-0,88948065;-0,12566857;0,09456357;-0,3605545;-0,39139774;-1,10293;-0,94376296;-0,44299382;-0,2512696;-0,14512357;-0,21656887;-1,0422908;-0,5216013;0,40214258;-0,25843593;-1,0729891;-0,21523796;-0,19917674;-0,19800195;0,15015297;-0,35986984;-0,14227378;0,06288625;-0,75787765;0,0040808422;0,16796795;-0,725096;-0,17917727;0,4396171;-0,64838594;-0,3165301;0,029843181;0,14064269;0,41627082;0,032293074
coronel ezequiel;Rio Grande do Norte;Não;1,277076e-06;-0,12735198;-2,5210612;-0,7248987;-0,86426663;-0,17989038;0,07072854;-0,33882186;-0,4222001;-1,2132529;-1,0028374;-0,45770717;-0,27520674;-0,14512357;-0,20620659;-1,0539705;-0,026736923;0,518825;-0,14681514;-1,2813219;-0,2067176;-0,20405513;-0,21898216;0,44258502;-0,39318988;-0,15374196;0,064897016;-0,7395561;0,04957885;-0,04359655;-0,67313683;-0,16551971;0,4062771;-0,59724367;-0,31807035;-0,009701189;-0,08277566;0,34265414;0,03727347
itainópolis;Piauí;Não;1,2769713e-06;-0,24165203;-2,7231624;0,07786657;-0,9793281;-0,17970918;0,033855475;-0,3125585;-0,51352465;-1,1180671;-0,9563776;-0,57516605;-0,26124847;-0,17602417;-0,20180726;-1,0821372;-0,37856978;-0,20773008;0,37506133;-1,1326758;-0,20891313;-0,23041552;-0,15667674;0,65233874;-0,27560773;-0,051684655;0,073483564;-0,69399375;-0,07519103;-0,41818598;-0,5405943;-0,11492745;0,41256663;-0,6160876;-0,29726076;-0,035343718;-0,13455617;0,3344569;0,068328105
candeal;Bahia;Não;1,2730413e-06;-0,12802263;-2,5250463;-0,6517099;-0,72568876;-0,23259042;0,16224873;-0,35007197;-0,34836933;-1,1422843;-0,97266334;-0,49942005;-0,29155982;-0,16843522;-0,2582801;-1,1304898;-0,36876893;-0,0041364506;-0,32685575;-1,3286062;-0,19623823;-0,17264464;-0,22767437;-0,46889985;-0,48680001;-0,26095828;0,06652676;0,2571151;-0,005121787;0,3674041;-0,30073705;-0,16289812;0,45083073;-0,42213124;-0,33403707;-0,007896472;-0,07023149;0,37635508;0,024481138
icatu;Maranhão;Não;1,2670954e-06;0,081520386;-2,2580218;-0,75766873;-1,0221645;0,16598539;0,14491765;-0,38320363;-0,4923932;-0,9273921;-0,9586147;-0,4925322;-0,11195084;-0,15492822;-0,17382917;-0,7831592;-0,3745075;0,35545295;0,24155094;-1,2144692;-0,2035198;-0,21184854;-0,25500774;-0,4473588;-0,3718223;-0,17726265;0,06799286;-0,7097236;-0,15540856;-0,44501612;-0,63775027;-0,12744361;0,39900482;-0,5814493;-0,24594752;-0,21063326;0,07300363;0,45291585;0,033697266
guimarães;Maranhão;Não;1,2664044e-06;-0,13613404;-2,5721886;-0,8120086;-1,0918821;-0,072585545;0,06044872;-0,38608536;-0,45234472;-0,5245549;-0,97608715;-0,1341795;-0,14500637;-0,14059032;-0,1762997;-0,9700381;0,021682847;0,32363588;0,24665141;-1,343512;-0,20320724;-0,22538202;-0,23299997;0,058945417;-0,37273934;-0,22895406;0,0645496;-0,7684801;-0,16515462;-0,41087803;-0,5651539;-0,11313153;0,36614862;-0,61949587;-0,24982503;-0,010850557;-0,32709172;0,37612566;0,039123293
boninal;Bahia;Não;1,2653167e-06;-0,07536599;-2,431956;-0,7100438;-0,88923895;-0,17757483;0,090980135;-0,3659042;-0,48241785;-0,9810463;-0,9225851;-0,48832405;-0,19871448;-0,14222448;-0,18213695;-1,0501289;-0,47898567;0,5163524;-0,33110994;-1,0871756;-0,20310904;-0,20101899;-0,20896246;0,55039275;-0,3829438;-0,13710225;0,065088615;-0,6851859;-0,07978625;-0,40793747;-0,5934097;-0,12539628;0,41659108;-0,61874896;-0,3098166;-0,023399446;0,072647765;0,3550423;0,034264956
aveiro;Pará;Não;1,2639262e-06;-0,15036577;-2,4096503;-0,776634;-0,9695271;-0,08157656;0,11543137;-0,36390072;-0,37712198;-1,1355642;-0,9877048;-0,42439786;-0,2611156;-0,16140595;-0,21073163;-1,0233124;0,09748839;0,33634973;0,25667974;-1,3607705;-0,22254018;-0,18747012;-0,21425387;-0,48429513;-0,39646798;-0,20876434;0,06341753;-0,84312975;-0,047699183;0,14615607;-0,39874616;-0,16313381;0,42220774;-0,49955586;-0,30919802;-0,012445725;-0,06807998;0,40533972;0,035001747
riacho dos cavalos;Paraíba;Não;1,2627635e-06;-0,1119543;-2,4902716;-0,82578325;-1,0098091;-0,05936876;0,08719601;-0,07812792;-0,37464043;-1,1481546;-0,9670674;-0,4658199;-0,28922892;-0,14512357;-0,22664891;-0,98174167;-0,42112488;0,33551183;0,2642811;-1,280847;-0,21540783;-0,19501108;-0,23658971;0,45838353;-0,35384047;-0,11218746;0,05991134;-0,74876684;-0,072175995;0,106624484;-0,6741896;-0,1772154;0,40218034;-0,60162157;-0,3177906;-0,01247093;-0,349243;0,31857544;0,03715141
messias targino;Rio Grande do Norte;Não;1,2615899e-06;-0,1281568;-2,3699708;-0,77722764;-1,1005298;-0,058348812;0,123446405;-0,375525;-0,4583981;0,34801182;-1,030978;-0,5885724;-0,21000455;-0,14222448;-0,18655664;-1,0734923;0,11287108;0,5382346;0,24927731;-1,4852654;-0,22751607;-0,21286786;-0,2323715;-0,55154157;-0,4650211;-0,2747753;0,060251586;-0,83367497;-0,14959383;-0,5379875;-0,65877163;-0,07305568;0,38361052;-0,5516122;-0,30700833;-0,0049085524;-0,07080878;0,4145991;0,033126544
iati;Pernambuco;Não;1,2606686e-06;-0,09301242;-2,4688385;-0,8076502;-1,0382115;-0,046905726;0,08719601;-0,3687542;-0,48241785;-0,99232775;-0,87502676;-0,5018871;-0,19783305;-0,14222448;-0,18213695;-1,0442252;-0,40727663;0,4641439;0,2716535;-1,2859;-0,20327888;-0,20002466;-0,25285012;0,5256752;-0,38714474;-0,1323194;0,058104485;-0,6781017;-0,08617664;-0,40990916;-0,5938366;-0,12744361;0,38475925;-0,60858816;-0,3098166;-0,01247093;-0,087356195;0,31922194;0,039123293
são gabriel;Bahia;Não;1,2586613e-06;-0,23531334;-2,4814687;-0,7492588;-0,8919842;0,18950093;0,1155246;-0,3669532;-0,4379268;-1,1424447;-0,8931936;-0,49515122;-0,19374876;-0,16940345;-0,22254975;-1,0606557;-0,44486207;0,4507861;0,25028205;-1,3559556;-0,18019824;-0,19299255;-0,17707035;-0,685099;-0,38355112;-0,18506119;0,07598652;0,31102884;-0,17000772;-0,50825024;-0,34500214;-0,11958664;0,4168105;-0,5293929;-0,33285582;-0,029136084;-0,1479112;0,39809254;0,043307226
acopiara;Ceará;Não;1,2566869e-06;-0,14913253;-2,7023249;-0,742828;-0,89692557;-0,24596973;0,097661994;-0,3544177;-0,40791565;-1,2564646;-1,0671359;-0,46299478;-0,43782035;-0,19246233;-0,22025225;-1,1123368;-0,53336716;0,017865732;0,058414683;-1,3690537;-0,16728017;-0,19984052;-0,33330542;0,40310362;-0,42052257;-0,1552292;0,07163749;0,084467545;-0,016790222;-0,024492763;0,22815844;-0,16617663;0,42369765;-0,55173606;-0,3487864;-0,014235796;-0,07880705;0,33522478;0,03113695
palmeirina;Pernambuco;Não;1,2543534e-06;-0,0844608;-2,4625998;-0,8184205;-1,0320084;-0,1633461;0,08783384;0,020367963;-0,4860408;-1,0599927;-0,94604814;-0,22194426;-0,24377427;-0,14627625;-0,19221702;-1,1906854;-0,4833243;0,49478808;0,24017167;-1,0984303;-0,21068336;-0,22994658;-0,21694575;0,09419866;-0,33272517;-0,15504436;0,068949305;-0,704063;-0,058336638;-0,46566978;-0,60274607;-0,111543305;0,39046618;-0,6040925;-0,2684598;-0,21399263;0,07082456;0,42128012;0,035846937
tio hugo;Rio Grande do Sul;Não;1,254083e-06;-0,19739819;-2,7350607;0,031541184;-0,4310938;-0,21883564;0,093797475;-0,26317766;-0,46375906;-1,2947468;-0,842772;-0,47457388;-0,4086041;-0,15916835;-0,2133997;-1,0699918;-0,51617813;0,44268176;-0,37980407;-1,3101709;0,0036029296;0,069372945;-0,5122525;0,12222979;0,21638581;-0,018340956;-0,1941582;0,15260805;-0,016412716;-0,4941248;0,4624253;-0,14889047;-0,4187875;-0,49267805;-0,14168559;-0,043041397;-0,44707805;-0,33422595;-0,23354627
capistrano;Ceará;Não;1,2524122e-06;-0,26543364;-1,5421814;-0,8435232;-0,9907441;-0,16495125;0,03309965;-0,33083838;-0,53861105;-1,0971826;-1,011738;-0,53386205;-0,29640317;-0,18694219;-0,1987137;-1,1805959;-0,32652676;0,041741773;0,26150858;-1,098002;-0,20765088;-0,23425812;-0,1727522;0,70316285;-0,2862706;-0,040731143;0,06882393;-0,7210415;-0,07506468;-0,487331;-0,61598766;-0,118199;0,3773278;-0,61963654;-0,37733737;-0,02255807;-0,19303772;0,35757303;0,05422539
joão dias;Rio Grande do Norte;Não;1,2519022e-06;-0,23191668;-2,697376;-0,81742936;-0,9776347;-0,16682737;0,03613037;-0,3549804;-0,3807051;-1,2191817;-0,95114195;-0,4449199;-0,26739967;-0,151595;-0,22323203;-1,081959;-0,35644436;0,3587883;0,25455198;-1,1413057;-0,21771844;-0,22310245;-0,14366896;0,24660042;-0,23314603;-0,04226473;0,07063078;-0,8156812;0,004901059;0,16929671;-0,70466447;-0,16797076;0,40035897;-0,56890947;-0,07922159;-0,033565022;-0,19421107;0,4179587;0,047906503
olivença;Alagoas;Não;1,2496799e-06;-0,0932633;-2,460757;-0,82523215;-1,0439479;-0,0544193;0,0925055;-0,3656177;-0,48241785;-0,99232775;-0,9383432;-0,5018871;-0,19967608;-0,15492822;-0,18553516;-1,0442252;-0,4060874;0,5199492;0,2716535;-1,2815442;-0,20583613;-0,20002466;-0,23836087;0,55068743;-0,38714474;-0,13217697;0,05908095;-0,6629102;-0,0674549;-0,41067994;-0,5938366;-0,12744361;0,38475925;-0,60858816;-0,3098166;-0,01247093;-0,14895245;0,335323;0,039123293
engenho velho;Rio Grande do Sul;Não;1,2458887e-06;-0,11905281;-2,393707;-0,69242173;-0,8749713;-0,1922267;0,08366799;-0,2763625;-0,41036347;-1,1679815;-0,93289244;-0,50411314;-0,20901345;-0,16347045;-0,19372882;-1,0036073;-0,07761213;0,34474513;-0,30089048;-1,2346865;0,12747775;-0,19171727;-0,19620804;0,4883056;-0,37323445;-0,16127937;0,058888778;-0,5515135;-0,020135943;-0,4020606;-0,5692307;-0,11453926;-0,047557563;-0,48902518;-0,118258245;-0,0123759955;-0,34837726;0,31937546;0,03428941
moreilândia;Pernambuco;Não;1,245846e-06;-0,227097;-2,6184769;-0,80568105;-1,0013257;-0,089064665;0,030630173;-0,3702196;-0,47172523;-1,0816876;-0,8832523;-0,49473554;-0,20234583;-0,14733286;-0,18880013;-1,076107;-0,33062488;0,3597367;0,2581848;-1,1340405;-0,20327888;-0,21768343;-0,17557794;0,61469156;-0,26542372;-0,034585517;0,06784747;-0,6988177;-0,0901724;-0,41381013;-0,5872001;-0,118199;0,38293788;-0,57901675;-0,29726076;-0,03619764;-0,15267396;0,3419921;0,050497103
augusto severo;Rio Grande do Norte;Não;1,2457165e-06;-0,10886846;-2,300642;-0,7409214;-0,82532424;-0,17076947;0,09009345;-0,3658255;-0,4580431;-1,0812749;-0,96924;-0,6258857;-0,3056779;-0,19202211;-0,21740982;-1,0393064;-0,57283556;-0,20707408;-0,39019036;0,42457682;-0,22528614;-0,20845464;-0,30698466;0,4679635;-0,38430005;-0,049438328;0,08009227;-0,7861484;-0,03855478;-0,40935817;-0,61766636;-0,12654771;0,4355631;-0,5291068;-0,3374211;-0,030297592;-0,07189703;0,2602909;0,04818884
campo azul;Minas Gerais;Não;1,2437957e-06;-0,14405143;-2,4526436;-0,64472914;-0,7728527;-0,20307694;0,1369998;-0,33832628;-0,44861948;-1,1317669;-0,92425877;-0,5210704;-0,25302315;-0,119983904;-0,21004935;-1,0466101;0,054506585;0,3688026;-0,20498312;-1,485714;-0,17350028;-0,18925804;-0,23682888;-0,4818027;-0,48064876;-0,28490213;0,0668573;0,2646743;-0,17047597;-0,49903056;-0,16635442;-0,12277468;0,44485873;-0,5057156;-0,33104947;-0,008750392;-0,07525592;0,37631354;0,027549332
cristópolis;Bahia;Não;1,2397479e-06;-0,096298665;-2,434216;-0,6703976;-0,7836285;-0,12031585;0,1616875;-0,38236523;-0,44861948;-1,0259943;-0,88339204;-0,5134694;-0,18909661;-0,12403568;-0,21588658;-1,0558176;-0,3214472;0,54888976;-0,12602565;-1,4519924;-0,18883638;-0,18775755;-0,23171349;-0,4926238;-0,47913188;-0,2524312;0,069959156;0,26843104;-0,17047597;-0,49821353;-0,2973161;-0,12277468;0,43644685;-0,5336623;-0,33104947;-0,011622954;-0,14160965;0,3784467;0,027549332
isaías coelho;Piauí;Não;1,2389289e-06;-0,21785904;-2,5735624;-0,82263654;-1,0034385;-0,08882999;0,030630173;-0,36893693;-0,44349104;-1,10157;-0,915613;-0,49473554;-0,22194432;-0,15138464;-0,18880013;-1,0615513;-0,40881497;0,46372628;0,25455198;-1,1340405;-0,20837276;-0,22622666;-0,15583959;0,5880551;-0,26542372;-0,034585517;0,06882393;-0,7097731;-0,03478682;-0,4400869;-0,64529;-0,118199;0,38293788;-0,560499;-0,29726076;-0,03619764;-0,14293051;0,3419921;0,050497103
dom pedro;Maranhão;Não;1,2351926e-06;0,017836498;-2,4761906;-0,73655164;-1,0035989;0,19055943;0,14474371;-0,35380647;-0,409401;-1,2646378;-1,040135;-0,49048558;-0,3569566;-0,22752737;-0,20998092;-1,1008809;0,09942646;0,026317915;0,29925877;-1,5451529;-0,2114081;-0,19234715;-0,2580073;-0,4665468;-0,16288424;-0,2318131;0,07192534;0,30763498;0,028619569;0,42637765;-0,27265486;-0,16976634;-0,5033005;-0,5123703;-0,33384436;-0,0010409039;-0,05270714;0,053736493;0,023071168
flor da serra do sul;Paraná;Não;1,2350996e-06;-0,21557902;-2,5178254;-0,1952553;-0,8209837;-0,11295518;0,10564634;-0,2858395;-0,4102278;-1,1568404;-1,0099766;-0,4603299;-0,31611598;-0,15762743;-0,22323203;-0,9969435;-0,5292663;0,4532909;-0,31957647;-1,1230695;-0,21314894;-0,18738547;-0,017245682;-0,6618776;0,07292063;-0,19608346;0,054836243;-0,84873974;-0,055515878;0,24027738;-0,22880454;-0,12991886;0,47610053;-0,64258;-0,30178353;-0,03557309;-0,4036492;0,42783347;0,04848107
paulo lopes;Santa Catarina;Não;1,233474e-06;-0,25663596;-2,510667;-0,0058116866;-0,7194451;-0,09725877;0,17725946;-0,39810348;-0,44760442;-1,2805086;-0,9175797;-0,24617037;-0,35132614;-0,1854566;-0,26903248;-1,2897849;-0,21919183;0,41319728;-0,43879938;-1,6137928;-0,019969154;0,0060283374;0,11168512;-0,52224576;-0,37356338;-0,21456221;0,04602269;0,18164626;-0,036411;0,13777748;-0,092987664;-0,19551642;-0,08140244;-0,48273474;-0,17003898;-0,018275902;-0,053226214;-0,268796;-0,19258991
