nomeLocalidade;estado;Probabilidade
rio bananal;Espírito Santo;0,142857143
porangaba;São Paulo;0,142857143
pedro canário;Espírito Santo;0,142857143
pancas;Espírito Santo;0,142857143
muqui;Espírito Santo;0,142857143
potim;São Paulo;0,142857143
itaberaba;Bahia;0,142857143
potirendaba;São Paulo;0,142857143
mimoso do sul;Espírito Santo;0,142857143
marilândia;Espírito Santo;0,142857143
mantenópolis;Espírito Santo;0,142857143
pracinha;São Paulo;0,142857143
cedro de são joão;Sergipe;0,142857143
carmópolis;Sergipe;0,142857143
jerônimo monteiro;Espírito Santo;0,142857143
carira;Sergipe;0,142857143
jaguaré;Espírito Santo;0,142857143
itiruçu;Bahia;0,142857143
iúna;Espírito Santo;0,142857143
vargem alta;Espírito Santo;0,142857143
viana;Espírito Santo;0,142857143
itapetinga;Bahia;0,142857143
divina pastora;Sergipe;0,142857143
piracaia;São Paulo;0,142857143
aragoiânia;Goiás;0,142857143
itaiçaba;Ceará;0,142857143
aragarças;Goiás;0,142857143
aparecida de goiânia;Goiás;0,142857143
itagi;Bahia;0,142857143
piratininga;São Paulo;0,142857143
americano do brasil;Goiás;0,142857143
pitangueiras;São Paulo;0,142857143
indiaroba;Sergipe;0,142857143
ilha das flores;Sergipe;0,142857143
alexânia;Goiás;0,142857143
águas lindas de goiás;Goiás;0,142857143
itaitinga;Ceará;0,142857143
general maynard;Sergipe;0,142857143
itajuípe;Bahia;0,142857143
poloni;São Paulo;0,142857143
itamari;Bahia;0,142857143
frei paulo;Sergipe;0,142857143
pontal;São Paulo;0,142857143
feira nova;Sergipe;0,142857143
abadia de goiás;Goiás;0,142857143
vila valério;Espírito Santo;0,142857143
itaparica;Bahia;0,142857143
estância;Sergipe;0,142857143
raposa;Maranhão;0,142857143
coreaú;Ceará;0,142857143
embu das artes;São Paulo;0,142857143
central de minas;Minas Gerais;0,142857143
matriz de camaragibe;Alagoas;0,142857143
messias;Alagoas;0,142857143
coimbra;Minas Gerais;0,142857143
minador do negrão;Alagoas;0,142857143
monteirópolis;Alagoas;0,142857143
murici;Alagoas;0,142857143
cipotânea;Minas Gerais;0,142857143
novo lino;Alagoas;0,142857143
pindobaçu;Bahia;0,142857143
chalé;Minas Gerais;0,142857143
massaranduba;Santa Catarina;0,142857143
centralina;Minas Gerais;0,142857143
olho d'água das flores;Alagoas;0,142857143
mata grande;Alagoas;0,142857143
olho d'água do casado;Alagoas;0,142857143
olho d'água grande;Alagoas;0,142857143
modelo;Santa Catarina;0,142857143
olivença;Alagoas;0,142857143
tabatinga;São Paulo;0,142857143
ouro branco;Alagoas;0,142857143
mondaí;Santa Catarina;0,142857143
palestina;Alagoas;0,142857143
palmeira dos índios;Alagoas;0,142857143
pão de açúcar;Alagoas;0,142857143
cássia;Minas Gerais;0,142857143
monte carlo;Santa Catarina;0,142857143
coluna;Minas Gerais;0,142857143
conceição da aparecida;Minas Gerais;0,142857143
inhapi;Alagoas;0,142857143
lagoa da canoa;Alagoas;0,142857143
córrego fundo;Minas Gerais;0,142857143
córrego do bom jesus;Minas Gerais;0,142857143
jardinópolis;Santa Catarina;0,142857143
jacuípe;Alagoas;0,142857143
japaratinga;Alagoas;0,142857143
coqueiral;Minas Gerais;0,142857143
jaramataia;Alagoas;0,142857143
jequiá da praia;Alagoas;0,142857143
joaquim gomes;Alagoas;0,142857143
jundiá;Alagoas;0,142857143
junqueiro;Alagoas;0,142857143
laurentino;Santa Catarina;0,142857143
limoeiro de anadia;Alagoas;0,142857143
luzerna;Santa Catarina;0,142857143
piraí do norte;Bahia;0,142857143
congonhal;Minas Gerais;0,142857143
major isidoro;Alagoas;0,142857143
santanópolis;Bahia;0,142857143
mar vermelho;Alagoas;0,142857143
conceição dos ouros;Minas Gerais;0,142857143
maravilha;Alagoas;0,142857143
conceição do rio verde;Minas Gerais;0,142857143
marechal deodoro;Alagoas;0,142857143
lontras;Santa Catarina;0,142857143
maribondo;Alagoas;0,142857143
conceição das pedras;Minas Gerais;0,142857143
carvalhópolis;Minas Gerais;0,142857143
santo amaro;Bahia;0,142857143
carmo do cajuru;Minas Gerais;0,142857143
paulo afonso;Bahia;0,142857143
campo do meio;Minas Gerais;0,142857143
roteiro;Alagoas;0,142857143
santa luzia do norte;Alagoas;0,142857143
pedrão;Bahia;0,142857143
santana do ipanema;Alagoas;0,142857143
campestre;Minas Gerais;0,142857143
santana do mundaú;Alagoas;0,142857143
são brás;Alagoas;0,142857143
campanha;Minas Gerais;0,142857143
são josé da laje;Alagoas;0,142857143
passo de torres;Santa Catarina;0,142857143
cambuquira;Minas Gerais;0,142857143
cajuri;Minas Gerais;0,142857143
carmo de minas;Minas Gerais;0,142857143
caiana;Minas Gerais;0,142857143
pedras grandes;Santa Catarina;0,142857143
cachoeira de minas;Minas Gerais;0,142857143
cabo verde;Minas Gerais;0,142857143
pinheiro preto;Santa Catarina;0,142857143
são felipe;Bahia;0,142857143
bueno brandão;Minas Gerais;0,142857143
brazópolis;Minas Gerais;0,142857143
planalto alegre;Santa Catarina;0,142857143
rosário;Maranhão;0,142857143
são luís do quitunde;Alagoas;0,142857143
botelhos;Minas Gerais;0,142857143
palmitos;Santa Catarina;0,142857143
são domingos;Bahia;0,142857143
rio largo;Alagoas;0,142857143
campos gerais;Minas Gerais;0,142857143
pariconha;Alagoas;0,142857143
carmo da mata;Minas Gerais;0,142857143
nova itaberaba;Santa Catarina;0,142857143
paripueira;Alagoas;0,142857143
passo de camaragibe;Alagoas;0,142857143
caputira;Minas Gerais;0,142857143
ouro;Santa Catarina;0,142857143
paulo jacinto;Alagoas;0,142857143
penedo;Alagoas;0,142857143
santo estêvão;Bahia;0,142857143
pilar;Alagoas;0,142857143
capim branco;Minas Gerais;0,142857143
são josé da bela vista;São Paulo;0,142857143
piranhas;Alagoas;0,142857143
poço das trincheiras;Alagoas;0,142857143
capelinha;Minas Gerais;0,142857143
capela nova;Minas Gerais;0,142857143
porto calvo;Alagoas;0,142857143
porto de pedras;Alagoas;0,142857143
caparaó;Minas Gerais;0,142857143
cantagalo;Minas Gerais;0,142857143
porto real do colégio;Alagoas;0,142857143
canaã;Minas Gerais;0,142857143
quebrangulo;Alagoas;0,142857143
cana verde;Minas Gerais;0,142857143
jacaré dos homens;Alagoas;0,142857143
igreja nova;Alagoas;0,142857143
borda da mata;Minas Gerais;0,142857143
dionísio cerqueira;Santa Catarina;0,142857143
planalto;Bahia;0,142857143
são miguel do tocantins;Tocantins;0,142857143
guidoval;Minas Gerais;0,142857143
santa bárbara;Bahia;0,142857143
guarará;Minas Gerais;0,142857143
guarani;Minas Gerais;0,142857143
guaranésia;Minas Gerais;0,142857143
guaraciaba;Minas Gerais;0,142857143
cunhataí;Santa Catarina;0,142857143
gonzaga;Minas Gerais;0,142857143
descanso;Santa Catarina;0,142857143
goiabeira;Minas Gerais;0,142857143
são miguel arcanjo;São Paulo;0,142857143
salinas da margarida;Bahia;0,142857143
água branca;Alagoas;0,142857143
entre rios;Santa Catarina;0,142857143
ermo;Santa Catarina;0,142857143
fronteira;Minas Gerais;0,142857143
flor do sertão;Santa Catarina;0,142857143
formosa do sul;Santa Catarina;0,142857143
forquilhinha;Santa Catarina;0,142857143
anadia;Alagoas;0,142857143
atalaia;Alagoas;0,142857143
fervedouro;Minas Gerais;0,142857143
barra de santo antônio;Alagoas;0,142857143
guabiruba;Santa Catarina;0,142857143
guiricema;Minas Gerais;0,142857143
coronel freitas;Santa Catarina;0,142857143
igaci;Alagoas;0,142857143
ilicínea;Minas Gerais;0,142857143
presidente dutra;Bahia;0,142857143
retirolândia;Bahia;0,142857143
itabirinha;Minas Gerais;0,142857143
ipuiúna;Minas Gerais;0,142857143
ipanema;Minas Gerais;0,142857143
ipaba;Minas Gerais;0,142857143
serra azul;São Paulo;0,142857143
inhapim;Minas Gerais;0,142857143
caxambu do sul;Santa Catarina;0,142857143
riachão do jacuípe;Bahia;0,142857143
inconfidentes;Minas Gerais;0,142857143
imbé de minas;Minas Gerais;0,142857143
ijaci;Minas Gerais;0,142857143
heliodora;Minas Gerais;0,142857143
ponto novo;Bahia;0,142857143
ribeira do pombal;Bahia;0,142857143
igaratinga;Minas Gerais;0,142857143
pojuca;Bahia;0,142857143
poções;Bahia;0,142857143
sítio novo do tocantins;Tocantins;0,142857143
ibitiúra de minas;Minas Gerais;0,142857143
são sebastião da grama;São Paulo;0,142857143
rio real;Bahia;0,142857143
ibirité;Minas Gerais;0,142857143
cordilheira alta;Santa Catarina;0,142857143
iapu;Minas Gerais;0,142857143
guaraciaba;Santa Catarina;0,142857143
fama;Minas Gerais;0,142857143
batalha;Alagoas;0,142857143
coruripe;Alagoas;0,142857143
carneiros;Alagoas;0,142857143
divinésia;Minas Gerais;0,142857143
ipira;Santa Catarina;0,142857143
chã preta;Alagoas;0,142857143
ipuaçu;Santa Catarina;0,142857143
coité do nóia;Alagoas;0,142857143
ipumirim;Santa Catarina;0,142857143
colônia leopoldina;Alagoas;0,142857143
iraceminha;Santa Catarina;0,142857143
delta;Minas Gerais;0,142857143
irani;Santa Catarina;0,142857143
coqueiro seco;Alagoas;0,142857143
craíbas;Alagoas;0,142857143
ewbank da câmara;Minas Gerais;0,142857143
delmiro gouveia;Alagoas;0,142857143
irati;Santa Catarina;0,142857143
dois riachos;Alagoas;0,142857143
estrela de alagoas;Alagoas;0,142857143
feira grande;Alagoas;0,142857143
feliz deserto;Alagoas;0,142857143
flexeiras;Alagoas;0,142857143
girau do ponciano;Alagoas;0,142857143
ibateguara;Alagoas;0,142857143
crucilândia;Minas Gerais;0,142857143
cristina;Minas Gerais;0,142857143
cristiano otoni;Minas Gerais;0,142857143
divino;Minas Gerais;0,142857143
capela;Alagoas;0,142857143
canapi;Alagoas;0,142857143
divinolândia de minas;Minas Gerais;0,142857143
belém;Alagoas;0,142857143
santa inês;Bahia;0,142857143
eugenópolis;Minas Gerais;0,142857143
guarujá do sul;Santa Catarina;0,142857143
boca da mata;Alagoas;0,142857143
branquinha;Alagoas;0,142857143
cacimbinhas;Alagoas;0,142857143
herval d'oeste;Santa Catarina;0,142857143
cajueiro;Alagoas;0,142857143
esmeraldas;Minas Gerais;0,142857143
ervália;Minas Gerais;0,142857143
entre rios de minas;Minas Gerais;0,142857143
entre folhas;Minas Gerais;0,142857143
campestre;Alagoas;0,142857143
campo alegre;Alagoas;0,142857143
durandé;Minas Gerais;0,142857143
ilhota;Santa Catarina;0,142857143
campo grande;Alagoas;0,142857143
dores de campos;Minas Gerais;0,142857143
dona eusébia;Minas Gerais;0,142857143
dom viçoso;Minas Gerais;0,142857143
dom silvério;Minas Gerais;0,142857143
dom cavati;Minas Gerais;0,142857143
divisa nova;Minas Gerais;0,142857143
divisa alegre;Minas Gerais;0,142857143
são miguel dos campos;Alagoas;0,142857143
são josé da tapera;Alagoas;0,142857143
bom repouso;Minas Gerais;0,142857143
campina do monte alegre;São Paulo;0,142857143
aratuba;Ceará;0,142857143
bernardino de campos;São Paulo;0,142857143
santa branca;São Paulo;0,142857143
nova ibiá;Bahia;0,142857143
biritiba-mirim;São Paulo;0,142857143
aurora;Ceará;0,142857143
nordestina;Bahia;0,142857143
bocaina;São Paulo;0,142857143
baixio;Ceará;0,142857143
bom sucesso de itararé;São Paulo;0,142857143
nilo peçanha;Bahia;0,142857143
nazaré;Bahia;0,142857143
barbalha;Ceará;0,142857143
braúna;São Paulo;0,142857143
barreira;Ceará;0,142857143
barro;Ceará;0,142857143
mutuípe;Bahia;0,142857143
barroquinha;Ceará;0,142857143
baturité;Ceará;0,142857143
beberibe;Ceará;0,142857143
caconde;São Paulo;0,142857143
muritiba;Bahia;0,142857143
caieiras;São Paulo;0,142857143
bela cruz;Ceará;0,142857143
cajobi;São Paulo;0,142857143
tarabai;São Paulo;0,142857143
ararendá;Ceará;0,142857143
aracoiaba;Ceará;0,142857143
acaraú;Ceará;0,142857143
várzea da roça;Bahia;0,142857143
várzea do poço;Bahia;0,142857143
santa lúcia;São Paulo;0,142857143
varzedo;Bahia;0,142857143
santa gertrudes;São Paulo;0,142857143
wenceslau guimarães;Bahia;0,142857143
bom jesus do galho;Minas Gerais;0,142857143
araçoiaba da serra;São Paulo;0,142857143
santa ernestina;São Paulo;0,142857143
abaiara;Ceará;0,142857143
acarape;Ceará;0,142857143
alcântaras;Ceará;0,142857143
barbosa;São Paulo;0,142857143
altaneira;Ceará;0,142857143
amontada;Ceará;0,142857143
areiópolis;São Paulo;0,142857143
antonina do norte;Ceará;0,142857143
ariranha;São Paulo;0,142857143
aspásia;São Paulo;0,142857143
aquiraz;Ceará;0,142857143
avanhandava;São Paulo;0,142857143
balbinos;São Paulo;0,142857143
bálsamo;São Paulo;0,142857143
aracati;Ceará;0,142857143
cajuru;São Paulo;0,142857143
brejo santo;Ceará;0,142857143
utinga;Bahia;0,142857143
camocim;Ceará;0,142857143
almadina;Bahia;0,142857143
amargosa;Bahia;0,142857143
são mateus do maranhão;Maranhão;0,142857143
amélia rodrigues;Bahia;0,142857143
cubatão;São Paulo;0,142857143
cascavel;Ceará;0,142857143
são joão batista;Maranhão;0,142857143
divinolândia;São Paulo;0,142857143
dobrada;São Paulo;0,142857143
catarina;Ceará;0,142857143
salmourão;São Paulo;0,142857143
são domingos do maranhão;Maranhão;0,142857143
caucaia;Ceará;0,142857143
são bernardo;Maranhão;0,142857143
são bento;Maranhão;0,142857143
dolcinópolis;São Paulo;0,142857143
santa rita;Maranhão;0,142857143
dumont;São Paulo;0,142857143
cedro;Ceará;0,142857143
chaval;Ceará;0,142857143
salesópolis;São Paulo;0,142857143
chorozinho;Ceará;0,142857143
elias fausto;São Paulo;0,142857143
elisiário;São Paulo;0,142857143
embaúba;São Paulo;0,142857143
carnaubal;Ceará;0,142857143
são roberto;Maranhão;0,142857143
são vicente ferrer;Maranhão;0,142857143
viana;Maranhão;0,142857143
canas;São Paulo;0,142857143
muniz ferreira;Bahia;0,142857143
canitar;São Paulo;0,142857143
capela do alto;São Paulo;0,142857143
carapicuíba;São Paulo;0,142857143
salto grande;São Paulo;0,142857143
capistrano;Ceará;0,142857143
salto de pirapora;São Paulo;0,142857143
catiguá;São Paulo;0,142857143
vitorino freire;Maranhão;0,142857143
vitória do mearim;Maranhão;0,142857143
acajutiba;Bahia;0,142857143
satubinha;Maranhão;0,142857143
tutóia;Maranhão;0,142857143
charqueada;São Paulo;0,142857143
chavantes;São Paulo;0,142857143
clementina;São Paulo;0,142857143
colina;São Paulo;0,142857143
trizidela do vale;Maranhão;0,142857143
timon;Maranhão;0,142857143
conchas;São Paulo;0,142857143
terra roxa;São Paulo;0,142857143
caririaçu;Ceará;0,142857143
aiquara;Bahia;0,142857143
valente;Bahia;0,142857143
urânia;São Paulo;0,142857143
alvinlândia;São Paulo;0,142857143
araújos;Minas Gerais;0,142857143
arantina;Minas Gerais;0,142857143
sangão;Santa Catarina;0,142857143
santa helena;Santa Catarina;0,142857143
são josé da vitória;Bahia;0,142857143
taiaçu;São Paulo;0,142857143
paripiranga;Bahia;0,142857143
santa rosa do sul;Santa Catarina;0,142857143
são miguel das matas;Bahia;0,142857143
taiúva;São Paulo;0,142857143
são sebastião do passé;Bahia;0,142857143
angelândia;Minas Gerais;0,142857143
sapeaçu;Bahia;0,142857143
amparo do serra;Minas Gerais;0,142857143
tanabi;São Paulo;0,142857143
saubara;Bahia;0,142857143
senhor do bonfim;Bahia;0,142857143
alto jequitibá;Minas Gerais;0,142857143
alto caparaó;Minas Gerais;0,142857143
são bento do sapucaí;São Paulo;0,142857143
santópolis do aguapeí;São Paulo;0,142857143
alterosa;Minas Gerais;0,142857143
alpercata;Minas Gerais;0,142857143
santo expedito;São Paulo;0,142857143
alfredo vasconcelos;Minas Gerais;0,142857143
albertina;Minas Gerais;0,142857143
araponga;Minas Gerais;0,142857143
arceburgo;Minas Gerais;0,142857143
são joão do sul;Santa Catarina;0,142857143
areado;Minas Gerais;0,142857143
presidente castello branco;Santa Catarina;0,142857143
são félix;Bahia;0,142857143
são miguel dos milagres;Alagoas;0,142857143
são sebastião;Alagoas;0,142857143
satuba;Alagoas;0,142857143
princesa;Santa Catarina;0,142857143
são francisco do conde;Bahia;0,142857143
quilombo;Santa Catarina;0,142857143
senador rui palmeira;Alagoas;0,142857143
rio do oeste;Santa Catarina;0,142857143
belo oriente;Minas Gerais;0,142857143
bela vista de minas;Minas Gerais;0,142857143
barroso;Minas Gerais;0,142857143
tanque d'arca;Alagoas;0,142857143
barão de monte alto;Minas Gerais;0,142857143
taquarana;Alagoas;0,142857143
barão de cocais;Minas Gerais;0,142857143
bandeira do sul;Minas Gerais;0,142857143
teotônio vilela;Alagoas;0,142857143
traipu;Alagoas;0,142857143
rodeio;Santa Catarina;0,142857143
união dos palmares;Alagoas;0,142857143
salete;Santa Catarina;0,142857143
viçosa;Alagoas;0,142857143
são gonçalo dos campos;Bahia;0,142857143
são joão do oeste;Santa Catarina;0,142857143
alpinópolis;Minas Gerais;0,142857143
serra preta;Bahia;0,142857143
tapiratiba;São Paulo;0,142857143
tanquinho;Bahia;0,142857143
três barras;Santa Catarina;0,142857143
ladário;Mato Grosso do Sul;0,142857143
ouriçangas;Bahia;0,142857143
alambari;São Paulo;0,142857143
treze de maio;Santa Catarina;0,142857143
ubatã;Bahia;0,142857143
tunápolis;Santa Catarina;0,142857143
águas da prata;São Paulo;0,142857143
união do oeste;Santa Catarina;0,142857143
taperoá;Bahia;0,142857143
ubaitaba;Bahia;0,142857143
teodoro sampaio;Bahia;0,142857143
teofilândia;Bahia;0,142857143
ubaíra;Bahia;0,142857143
teolândia;Bahia;0,142857143
terra nova;Bahia;0,142857143
taquaral;São Paulo;0,142857143
olindina;Bahia;0,142857143
tigrinhos;Santa Catarina;0,142857143
mundo novo;Mato Grosso do Sul;0,142857143
santo antônio do jardim;São Paulo;0,142857143
uruçuca;Bahia;0,142857143
praia norte;Tocantins;0,142857143
acaiaca;Minas Gerais;0,142857143
abre campo;Minas Gerais;0,142857143
álvaro de carvalho;São Paulo;0,142857143
serrinha;Bahia;0,142857143
serrolândia;Bahia;0,142857143
simões filho;Bahia;0,142857143
são miguel da boa vista;Santa Catarina;0,142857143
são pedro de alcântara;Santa Catarina;0,142857143
serra alta;Santa Catarina;0,142857143
schroeder;Santa Catarina;0,142857143
nova viçosa;Bahia;0,142857143
siderópolis;Santa Catarina;0,142857143
novo triunfo;Bahia;0,142857143
alfredo marcondes;São Paulo;0,142857143
ubirajara;São Paulo;0
arroio grande;Rio Grande do Sul;0
anta gorda;Rio Grande do Sul;0
boa vista do cadeado;Rio Grande do Sul;0
barão do triunfo;Rio Grande do Sul;0
bom jesus;Rio Grande do Sul;0
barra do rio azul;Rio Grande do Sul;0
barra do quaraí;Rio Grande do Sul;0
silveiras;São Paulo;0
trabiju;São Paulo;0
timburi;São Paulo;0
ubarana;São Paulo;0
barracão;Rio Grande do Sul;0
barão de cotegipe;Rio Grande do Sul;0
boa vista das missões;Rio Grande do Sul;0
arroio do padre;Rio Grande do Sul;0
turiúba;São Paulo;0
barra do ribeiro;Rio Grande do Sul;0
aratiba;Rio Grande do Sul;0
áurea;Rio Grande do Sul;0
tejupá;São Paulo;0
taciba;São Paulo;0
benjamin constant do sul;Rio Grande do Sul;0
suzanápolis;São Paulo;0
turmalina;São Paulo;0
boa vista do incra;Rio Grande do Sul;0
união paulista;São Paulo;0
teodoro sampaio;São Paulo;0
andré da rocha;Rio Grande do Sul;0
tapiraí;São Paulo;0
sud mennucci;São Paulo;0
barros cassal;Rio Grande do Sul;0
arambaré;Rio Grande do Sul;0
taquarivaí;São Paulo;0
calmon;Santa Catarina;0
uru;São Paulo;0
oliveira de fátima;Tocantins;0
palmeiras do tocantins;Tocantins;0
palmeirópolis;Tocantins;0
jardim de angicos;Rio Grande do Norte;0
paranã;Tocantins;0
pau d'arco;Tocantins;0
janduís;Rio Grande do Norte;0
jandaíra;Rio Grande do Norte;0
peixe;Tocantins;0
pequizeiro;Tocantins;0
pindorama do tocantins;Tocantins;0
piraquê;Tocantins;0
ipueira;Rio Grande do Norte;0
pium;Tocantins;0
ponte alta do bom jesus;Tocantins;0
ponte alta do tocantins;Tocantins;0
porto alegre do tocantins;Tocantins;0
porto nacional;Tocantins;0
governador dix-sept rosado;Rio Grande do Norte;0
galinhos;Rio Grande do Norte;0
presidente kennedy;Tocantins;0
pugmil;Tocantins;0
palmeirante;Tocantins;0
novo jardim;Tocantins;0
lagoa da confusão;Tocantins;0
novo alegre;Tocantins;0
lajeado;Tocantins;0
lavandeira;Tocantins;0
lizarda;Tocantins;0
luzinópolis;Tocantins;0
marcelino vieira;Rio Grande do Norte;0
marianópolis do tocantins;Tocantins;0
mateiros;Tocantins;0
maurilândia do tocantins;Tocantins;0
miracema do tocantins;Tocantins;0
miranorte;Tocantins;0
monte do carmo;Tocantins;0
monte santo do tocantins;Tocantins;0
muricilândia;Tocantins;0
lajes;Rio Grande do Norte;0
natividade;Tocantins;0
nazaré;Tocantins;0
lagoa de velhos;Rio Grande do Norte;0
nova olinda;Tocantins;0
nova rosalândia;Tocantins;0
novo acordo;Tocantins;0
jucurutu;Rio Grande do Norte;0
recursolândia;Tocantins;0
riachinho;Tocantins;0
rio da conceição;Tocantins;0
francisco dantas;Rio Grande do Norte;0
santa maria madalena;Rio de Janeiro;0
rio das flores;Rio de Janeiro;0
rio claro;Rio de Janeiro;0
santa rosa do tocantins;Tocantins;0
santa tereza do tocantins;Tocantins;0
santa terezinha do tocantins;Tocantins;0
são bento do tocantins;Tocantins;0
são félix do tocantins;Tocantins;0
são salvador do tocantins;Tocantins;0
são sebastião do tocantins;Tocantins;0
são valério;Tocantins;0
silvanópolis;Tocantins;0
sucupira;Tocantins;0
taguatinga;Tocantins;0
taipas do tocantins;Tocantins;0
talismã;Tocantins;0
tocantínia;Tocantins;0
tocantinópolis;Tocantins;0
tupirama;Tocantins;0
tupiratins;Tocantins;0
wanderlândia;Tocantins;0
são sebastião do alto;Rio de Janeiro;0
silva jardim;Rio de Janeiro;0
trajano de moraes;Rio de Janeiro;0
santa maria do tocantins;Tocantins;0
rio dos bois;Tocantins;0
florânia;Rio Grande do Norte;0
fernando pedroza;Rio Grande do Norte;0
rio sono;Tocantins;0
felipe guerra;Rio Grande do Norte;0
sampaio;Tocantins;0
sandolândia;Tocantins;0
equador;Rio Grande do Norte;0
santa fé do araguaia;Tocantins;0
carnaubais;Rio Grande do Norte;0
acari;Rio Grande do Norte;0
caraúbas;Rio Grande do Norte;0
caiçara do rio do vento;Rio Grande do Norte;0
bodó;Rio Grande do Norte;0
bento fernandes;Rio Grande do Norte;0
augusto severo;Rio Grande do Norte;0
apodi;Rio Grande do Norte;0
angicos;Rio Grande do Norte;0
santa rita do tocantins;Tocantins;0
afonso bezerra;Rio Grande do Norte;0
lagoa do tocantins;Tocantins;0
juarina;Tocantins;0
amaral ferrador;Rio Grande do Sul;0
ananás;Tocantins;0
aparecida do rio negro;Tocantins;0
aragominas;Tocantins;0
araguacema;Tocantins;0
araguaçu;Tocantins;0
araguanã;Tocantins;0
serra negra do norte;Rio Grande do Norte;0
araguatins;Tocantins;0
arapoema;Tocantins;0
arraias;Tocantins;0
serra do mel;Rio Grande do Norte;0
aurora do tocantins;Tocantins;0
babaçulândia;Tocantins;0
bandeirantes do tocantins;Tocantins;0
barra do ouro;Tocantins;0
barrolândia;Tocantins;0
bernardo sayão;Tocantins;0
bom jesus do tocantins;Tocantins;0
brasilândia do tocantins;Tocantins;0
brejinho de nazaré;Tocantins;0
cachoeirinha;Tocantins;0
campos lindos;Tocantins;0
angico;Tocantins;0
alvorada;Tocantins;0
jaú do tocantins;Tocantins;0
sítio novo;Rio Grande do Norte;0
alto alegre;Rio Grande do Sul;0
alpestre;Rio Grande do Sul;0
almirante tamandaré do sul;Rio Grande do Sul;0
alegria;Rio Grande do Sul;0
zacarias;São Paulo;0
canhoba;Sergipe;0
alecrim;Rio Grande do Sul;0
gararu;Sergipe;0
gracho cardoso;Sergipe;0
água santa;Rio Grande do Sul;0
aceguá;Rio Grande do Sul;0
nossa senhora aparecida;Sergipe;0
upanema;Rio Grande do Norte;0
triunfo potiguar;Rio Grande do Norte;0
timbaúba dos batistas;Rio Grande do Norte;0
tibau;Rio Grande do Norte;0
poço redondo;Sergipe;0
abreulândia;Tocantins;0
aguiarnópolis;Tocantins;0
taboleiro grande;Rio Grande do Norte;0
almas;Tocantins;0
são tomé;Rio Grande do Norte;0
são rafael;Rio Grande do Norte;0
carmolândia;Tocantins;0
carrasco bonito;Tocantins;0
divinópolis do tocantins;Tocantins;0
dois irmãos do tocantins;Tocantins;0
dueré;Tocantins;0
pedro avelino;Rio Grande do Norte;0
pedra preta;Rio Grande do Norte;0
pedra grande;Rio Grande do Norte;0
esperantina;Tocantins;0
fátima;Tocantins;0
figueirópolis;Tocantins;0
filadélfia;Tocantins;0
formoso do araguaia;Tocantins;0
goianorte;Tocantins;0
parazinho;Rio Grande do Norte;0
paraú;Rio Grande do Norte;0
goiatins;Tocantins;0
ouro branco;Rio Grande do Norte;0
ipueiras;Tocantins;0
itacajá;Tocantins;0
itaguatins;Tocantins;0
itapiratins;Tocantins;0
itaporã do tocantins;Tocantins;0
dianópolis;Tocantins;0
darcinópolis;Tocantins;0
crixás do tocantins;Tocantins;0
santana do seridó;Rio Grande do Norte;0
são miguel do gostoso;Rio Grande do Norte;0
são josé do seridó;Rio Grande do Norte;0
são joão do sabugi;Rio Grande do Norte;0
caseara;Tocantins;0
centenário;Tocantins;0
são fernando;Rio Grande do Norte;0
são bento do trairí;Rio Grande do Norte;0
são bento do norte;Rio Grande do Norte;0
chapada da natividade;Tocantins;0
santana do matos;Rio Grande do Norte;0
porto do mangue;Rio Grande do Norte;0
santa maria;Rio Grande do Norte;0
chapada de areia;Tocantins;0
colméia;Tocantins;0
riacho da cruz;Rio Grande do Norte;0
combinado;Tocantins;0
conceição do tocantins;Tocantins;0
pureza;Rio Grande do Norte;0
couto magalhães;Tocantins;0
cristalândia;Tocantins;0
aliança do tocantins;Tocantins;0
hulha negra;Rio Grande do Sul;0
sete barras;São Paulo;0
sério;Rio Grande do Sul;0
zortéa;Santa Catarina;0
adolfo;São Paulo;0
águas de santa bárbara;São Paulo;0
altair;São Paulo;0
alto alegre;São Paulo;0
sinimbu;Rio Grande do Sul;0
álvares florence;São Paulo;0
silveira martins;Rio Grande do Sul;0
américo de campos;São Paulo;0
analândia;São Paulo;0
severiano de almeida;Rio Grande do Sul;0
sete de setembro;Rio Grande do Sul;0
sertão santana;Rio Grande do Sul;0
sertão;Rio Grande do Sul;0
angatuba;São Paulo;0
barra do chapéu;São Paulo;0
anhembi;São Paulo;0
anhumas;São Paulo;0
aparecida d'oeste;São Paulo;0
sentinela do sul;Rio Grande do Sul;0
aramina;São Paulo;0
arandu;São Paulo;0
arapeí;São Paulo;0
senador salgado filho;Rio Grande do Sul;0
arco-íris;São Paulo;0
arealva;São Paulo;0
areias;São Paulo;0
sede nova;Rio Grande do Sul;0
avaí;São Paulo;0
barão de antonina;São Paulo;0
xavantina;Santa Catarina;0
witmarsum;Santa Catarina;0
vitor meireles;Santa Catarina;0
vidal ramos;Santa Catarina;0
união da serra;Rio Grande do Sul;0
santa rosa de lima;Santa Catarina;0
ubiretama;Rio Grande do Sul;0
santa terezinha;Santa Catarina;0
turuçu;Rio Grande do Sul;0
santa terezinha do progresso;Santa Catarina;0
santiago do sul;Santa Catarina;0
são bernardino;Santa Catarina;0
tupanciretã;Rio Grande do Sul;0
tupanci do sul;Rio Grande do Sul;0
tunas;Rio Grande do Sul;0
são bonifácio;Santa Catarina;0
trindade do sul;Rio Grande do Sul;0
são joão do itaperiú;Santa Catarina;0
três palmeiras;Rio Grande do Sul;0
